location_mid west,location_north,location_north east,location_north west,location_south,location_south east,location_south west,property_type_apartments,property_type_dorms,property_type_homes,property_type_hostels,property_type_houses,property_type_school buildings,property_type_townhouses,construction_year,renovation_year,ever_renovated,predicted_price,hvac,plumbing,electrical
0,0,0,0,1,0,0,0,0,0,0,0,0,1,2002,1959,0,469747,18,21,44
0,0,0,0,0,0,1,1,0,0,0,0,0,0,2015,1919,1,369976,16,17,21
0,0,0,0,0,1,0,0,1,0,0,0,0,0,1981,1959,0,477657,22,10,15
0,1,0,0,0,0,0,0,0,1,0,0,0,0,1939,1959,0,939209,28,17,37
0,0,0,0,1,0,0,0,0,0,0,0,0,1,1991,1979,1,440120,26,13,15
0,0,0,1,0,0,0,0,0,0,1,0,0,0,1913,1959,0,486257,14,8,41
0,0,0,0,0,0,1,0,1,0,0,0,0,0,1952,1959,0,929542,22,13,34
0,0,0,1,0,0,0,0,0,1,0,0,0,0,1914,1959,0,70311,6,23,24
0,0,0,0,0,0,1,0,1,0,0,0,0,0,1903,1913,1,465751,18,6,14
0,0,0,0,0,1,0,0,0,0,0,0,0,1,1921,1903,1,241662,29,13,45
0,0,0,0,0,1,0,0,1,0,0,0,0,0,1904,1959,0,847464,33,10,46
0,0,0,0,0,0,1,0,0,0,0,0,1,0,2006,1939,1,489633,10,9,26
1,0,0,0,0,0,0,0,0,0,0,0,1,0,1931,1999,1,715785,33,22,24
0,0,0,0,1,0,0,0,0,0,1,0,0,0,1968,1959,0,251213,29,14,14
0,0,0,0,0,1,0,0,0,0,1,0,0,0,1995,2006,1,915373,6,23,22
0,0,1,0,0,0,0,0,0,0,0,1,0,0,1979,1959,0,642741,25,10,19
1,0,0,0,0,0,0,0,0,0,0,0,1,0,2003,1990,1,532687,10,20,19
0,0,0,1,0,0,0,1,0,0,0,0,0,0,1914,1959,0,17239,6,22,22
0,1,0,0,0,0,0,0,0,0,0,0,0,1,1909,1959,0,336334,12,6,23
0,0,0,1,0,0,0,0,1,0,0,0,0,0,1934,1959,0,61808,22,6,39
1,0,0,0,0,0,0,1,0,0,0,0,0,0,1915,1930,1,434669,6,18,30
0,0,0,1,0,0,0,0,0,1,0,0,0,0,1915,1959,0,40206,19,19,16
1,0,0,0,0,0,0,0,0,0,0,0,0,1,1907,1986,1,547588,19,8,18
0,1,0,0,0,0,0,0,0,0,1,0,0,0,1901,1959,0,823602,36,23,33
0,1,0,0,0,0,0,1,0,0,0,0,0,0,1976,1941,1,586808,29,13,20
0,0,0,1,0,0,0,0,0,1,0,0,0,0,2018,1931,1,246195,15,11,19
0,1,0,0,0,0,0,1,0,0,0,0,0,0,1953,2022,1,398676,29,18,20
0,0,0,0,0,1,0,0,0,0,0,1,0,0,1972,1959,0,267703,19,10,21
0,0,0,0,0,0,1,1,0,0,0,0,0,0,1909,1959,0,681784,36,17,38
0,0,0,0,0,0,1,0,0,0,0,0,1,0,1960,1957,1,792990,10,22,26
0,0,1,0,0,0,0,0,0,1,0,0,0,0,1938,1979,1,301119,8,22,28
0,0,1,0,0,0,0,0,0,1,0,0,0,0,1924,1991,1,416645,14,19,47
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1946,1959,0,247117,10,6,24
0,1,0,0,0,0,0,0,0,0,1,0,0,0,2021,2001,1,153651,9,19,25
1,0,0,0,0,0,0,0,0,0,0,0,0,1,1918,1959,0,573763,36,20,19
0,0,0,0,0,0,1,0,1,0,0,0,0,0,1968,1927,1,959211,12,11,22
0,1,0,0,0,0,0,0,0,1,0,0,0,0,2015,1959,0,553241,19,20,22
0,0,0,1,0,0,0,0,0,0,0,0,0,1,1960,1959,0,573981,10,16,27
0,0,0,0,0,1,0,0,0,0,1,0,0,0,2004,2000,1,503893,35,23,30
1,0,0,0,0,0,0,0,0,0,0,0,1,0,2022,1959,0,626790,24,9,17
0,0,0,1,0,0,0,0,0,0,0,1,0,0,1961,2005,1,592335,32,16,34
1,0,0,0,0,0,0,0,0,0,0,0,0,1,1962,1959,0,897788,34,9,20
0,0,1,0,0,0,0,0,0,0,1,0,0,0,2015,1927,1,907640,35,18,32
0,0,1,0,0,0,0,0,0,0,1,0,0,0,1955,1959,0,125276,28,17,13
0,1,0,0,0,0,0,0,0,0,0,0,0,1,1995,1929,1,128138,25,21,16
0,0,0,0,0,0,1,0,0,0,1,0,0,0,1983,1959,0,456863,7,18,41
0,0,0,1,0,0,0,0,0,0,1,0,0,0,2008,1959,0,364653,34,6,40
0,0,0,0,0,0,1,0,0,1,0,0,0,0,1945,1992,1,727165,7,23,18
0,0,0,0,0,0,1,0,0,1,0,0,0,0,1928,1960,1,732990,25,8,22
1,0,0,0,0,0,0,0,1,0,0,0,0,0,1912,2005,1,865376,32,15,18
0,1,0,0,0,0,0,1,0,0,0,0,0,0,1981,1967,1,197681,19,24,44
0,1,0,0,0,0,0,0,0,1,0,0,0,0,1933,1990,1,200580,25,10,28
0,0,0,0,1,0,0,0,1,0,0,0,0,0,2014,1955,1,34092,9,24,23
0,0,0,0,0,0,1,0,0,0,0,0,0,1,1922,1959,0,785803,34,17,29
1,0,0,0,0,0,0,0,0,0,0,0,0,1,1906,1917,1,578405,15,21,30
0,0,0,0,0,1,0,0,0,0,0,1,0,0,1959,1959,0,929146,6,20,43
1,0,0,0,0,0,0,0,0,0,0,0,0,1,1996,1959,0,857953,18,23,41
1,0,0,0,0,0,0,0,0,0,0,0,0,1,2009,1955,1,901118,12,20,28
0,0,0,0,0,1,0,1,0,0,0,0,0,0,1958,1959,0,126655,14,12,20
0,0,0,0,0,1,0,0,1,0,0,0,0,0,2011,1959,0,571945,15,21,22
1,0,0,0,0,0,0,1,0,0,0,0,0,0,2013,1974,1,81340,32,14,34
1,0,0,0,0,0,0,0,0,0,0,0,1,0,2011,1959,0,171543,21,12,12
0,0,0,0,0,0,1,0,0,0,0,1,0,0,1904,1973,1,498038,34,15,30
0,0,0,1,0,0,0,0,0,0,0,1,0,0,1927,1959,0,763380,18,7,37
0,0,0,0,0,0,1,0,1,0,0,0,0,0,1989,1959,0,594208,35,10,26
0,0,0,1,0,0,0,0,1,0,0,0,0,0,1930,1966,1,483179,7,8,44
0,0,0,0,0,0,1,0,0,0,0,0,1,0,1968,1937,1,986897,11,12,16
0,0,0,0,0,0,1,0,0,0,0,1,0,0,1936,1959,0,230931,11,23,24
0,1,0,0,0,0,0,0,0,0,1,0,0,0,2003,1959,0,212026,17,8,27
0,0,0,1,0,0,0,1,0,0,0,0,0,0,1942,1959,0,480804,32,20,17
0,0,0,0,1,0,0,1,0,0,0,0,0,0,1904,1950,1,376049,19,24,14
1,0,0,0,0,0,0,0,1,0,0,0,0,0,2001,1959,0,851456,26,24,33
0,0,0,0,0,1,0,0,0,1,0,0,0,0,1902,1959,0,55738,18,12,16
0,1,0,0,0,0,0,1,0,0,0,0,0,0,1959,1907,1,974038,21,9,30
0,0,0,1,0,0,0,0,0,1,0,0,0,0,1924,1959,0,589342,30,14,17
0,1,0,0,0,0,0,0,1,0,0,0,0,0,1982,2017,1,493234,30,8,13
1,0,0,0,0,0,0,0,0,0,0,1,0,0,1962,1959,0,549263,29,17,13
0,0,0,0,1,0,0,0,0,0,1,0,0,0,1907,1959,0,738924,21,16,22
0,0,0,0,0,1,0,0,0,0,0,1,0,0,1961,1925,1,618599,27,15,27
0,0,0,0,0,0,1,1,0,0,0,0,0,0,1915,1978,1,397754,23,18,41
0,0,0,1,0,0,0,1,0,0,0,0,0,0,1978,1914,1,316440,13,8,40
0,0,0,0,0,0,1,0,0,0,1,0,0,0,1933,1959,0,915504,16,15,38
0,0,0,1,0,0,0,0,0,0,0,0,0,1,1941,1944,1,824526,33,18,13
0,0,1,0,0,0,0,0,0,0,0,0,0,1,1922,1959,0,230170,6,11,25
0,0,0,0,1,0,0,1,0,0,0,0,0,0,1962,2015,1,220865,26,16,17
0,0,1,0,0,0,0,1,0,0,0,0,0,0,2021,2004,1,879797,33,19,20
0,0,0,1,0,0,0,0,0,0,0,0,0,1,1994,1959,0,533622,14,8,20
0,0,0,0,1,0,0,0,0,1,0,0,0,0,1927,1959,0,227146,21,18,45
1,0,0,0,0,0,0,0,0,1,0,0,0,0,1956,1959,0,268942,35,19,22
0,0,0,0,0,1,0,0,0,0,0,1,0,0,1925,1959,0,911836,17,6,14
0,0,0,0,0,1,0,0,1,0,0,0,0,0,1988,1936,1,489202,9,18,23
1,0,0,0,0,0,0,1,0,0,0,0,0,0,1955,1991,1,888481,16,21,36
0,0,0,0,0,0,1,1,0,0,0,0,0,0,2011,1959,0,654643,13,8,17
0,0,0,0,1,0,0,0,0,1,0,0,0,0,2015,1959,0,461729,31,13,23
0,0,0,0,1,0,0,0,0,1,0,0,0,0,2019,1940,1,32610,21,23,20
0,0,0,0,0,1,0,0,0,0,0,1,0,0,2000,1959,0,953205,11,21,33
0,0,0,0,1,0,0,0,0,1,0,0,0,0,1907,1959,0,538588,19,24,30
0,1,0,0,0,0,0,0,0,0,0,1,0,0,1933,1975,1,373167,21,13,26
0,0,0,0,0,1,0,0,0,1,0,0,0,0,1921,1959,0,15513,36,18,40
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1943,1981,1,564785,9,8,28
0,0,0,0,0,1,0,0,0,0,1,0,0,0,1967,2004,1,321321,28,23,46
0,0,0,1,0,0,0,0,0,0,0,1,0,0,1980,1967,1,922478,32,20,13
0,0,0,1,0,0,0,0,0,0,0,1,0,0,1917,1959,0,653873,15,6,20
0,0,1,0,0,0,0,0,0,0,0,0,0,1,1998,1959,0,653043,17,18,33
0,1,0,0,0,0,0,0,1,0,0,0,0,0,1953,1959,0,232784,27,8,21
0,0,1,0,0,0,0,0,0,1,0,0,0,0,1951,1959,0,321343,13,7,42
0,0,0,0,0,1,0,1,0,0,0,0,0,0,2000,1956,1,379811,27,20,21
0,0,0,0,0,1,0,0,0,0,0,0,1,0,2004,1959,0,929835,32,24,46
0,0,0,0,1,0,0,1,0,0,0,0,0,0,2014,1963,1,767828,28,10,29
0,1,0,0,0,0,0,0,0,0,0,0,1,0,1933,2004,1,62774,14,19,47
0,0,0,0,1,0,0,0,1,0,0,0,0,0,2014,1979,1,291963,11,22,29
0,0,0,0,0,0,1,0,0,0,0,0,0,1,1989,1959,0,116379,32,15,34
0,0,0,1,0,0,0,0,0,0,0,1,0,0,2016,1959,0,758315,11,10,33
1,0,0,0,0,0,0,0,0,1,0,0,0,0,2011,1959,0,559833,30,22,28
0,0,0,1,0,0,0,0,0,0,1,0,0,0,1995,1932,1,378971,29,6,40
0,0,0,1,0,0,0,0,0,1,0,0,0,0,1956,1913,1,559261,19,7,31
1,0,0,0,0,0,0,0,0,1,0,0,0,0,1912,2012,1,93404,11,23,24
0,0,0,0,0,1,0,0,0,1,0,0,0,0,2010,1959,0,204624,23,11,35
0,0,0,1,0,0,0,0,0,0,0,1,0,0,1946,1997,1,79491,9,13,40
0,0,0,1,0,0,0,0,0,1,0,0,0,0,1997,1959,0,223118,9,23,46
0,1,0,0,0,0,0,0,0,1,0,0,0,0,1975,1929,1,894054,7,11,23
0,0,0,1,0,0,0,0,0,0,0,0,1,0,2018,1959,0,806370,26,16,44
0,0,1,0,0,0,0,0,0,0,1,0,0,0,1933,1959,0,502518,24,23,23
0,1,0,0,0,0,0,0,0,0,0,0,0,1,2020,1973,1,819363,18,9,20
0,0,0,0,1,0,0,0,0,0,0,1,0,0,1939,1959,0,884165,15,8,26
0,1,0,0,0,0,0,0,0,0,0,0,0,1,2020,1949,1,559156,14,19,33
0,0,0,1,0,0,0,0,0,0,1,0,0,0,1965,1954,1,935333,36,12,26
0,1,0,0,0,0,0,0,0,0,0,0,0,1,1934,1959,0,514944,24,19,30
0,0,0,0,0,1,0,0,0,1,0,0,0,0,2017,1959,0,769267,26,8,40
0,1,0,0,0,0,0,0,0,0,1,0,0,0,1987,1959,0,956994,34,23,23
0,0,0,0,0,0,1,1,0,0,0,0,0,0,1901,1959,0,446533,31,11,32
0,0,0,0,0,1,0,0,0,0,0,0,1,0,1980,1998,1,544351,22,22,20
0,0,0,0,1,0,0,0,1,0,0,0,0,0,1965,1959,0,209391,7,23,23
0,0,0,0,0,0,1,0,0,0,1,0,0,0,1936,1959,0,977599,24,21,19
0,0,0,0,0,1,0,0,0,0,0,0,0,1,1918,1959,0,676125,17,19,21
0,1,0,0,0,0,0,0,0,1,0,0,0,0,1922,1959,0,851285,11,23,25
0,0,1,0,0,0,0,0,0,1,0,0,0,0,1949,1959,0,923120,8,10,38
0,0,1,0,0,0,0,0,0,1,0,0,0,0,1988,1921,1,246253,18,24,40
0,0,0,1,0,0,0,0,1,0,0,0,0,0,1964,1959,0,871430,18,9,20
0,0,0,1,0,0,0,0,0,1,0,0,0,0,2000,1959,0,993876,28,11,43
1,0,0,0,0,0,0,0,0,0,0,1,0,0,2010,1938,1,929582,17,15,28
0,0,1,0,0,0,0,0,0,0,1,0,0,0,1900,1959,0,853847,21,9,24
1,0,0,0,0,0,0,0,1,0,0,0,0,0,1948,1959,0,663604,6,16,48
0,1,0,0,0,0,0,0,0,0,0,1,0,0,1928,1959,0,36638,19,13,37
0,0,0,0,1,0,0,0,0,0,0,0,0,1,2009,1959,0,43362,29,12,21
0,1,0,0,0,0,0,0,0,0,0,0,1,0,1945,1959,0,454554,18,18,41
0,0,0,1,0,0,0,0,0,0,1,0,0,0,1978,1964,1,653094,18,22,36
0,1,0,0,0,0,0,0,1,0,0,0,0,0,1964,2002,1,361475,6,7,14
0,0,0,1,0,0,0,1,0,0,0,0,0,0,1909,1959,0,309243,29,19,36
0,0,0,0,0,1,0,0,1,0,0,0,0,0,2012,1959,0,894862,27,18,34
0,0,0,0,1,0,0,0,0,1,0,0,0,0,1994,1959,0,147129,29,14,31
0,0,0,1,0,0,0,0,0,1,0,0,0,0,2019,1959,0,903323,20,8,44
0,1,0,0,0,0,0,0,0,0,1,0,0,0,1952,1959,0,474504,21,14,39
0,0,0,0,0,0,1,0,1,0,0,0,0,0,2003,1980,1,435764,23,23,43
0,0,0,0,0,1,0,0,0,0,0,0,1,0,1936,1959,0,629956,9,18,31
0,0,0,0,0,0,1,0,1,0,0,0,0,0,1962,1959,0,428456,8,18,22
0,0,0,0,0,1,0,0,0,0,0,1,0,0,1947,1914,1,309793,17,13,32
0,0,0,0,1,0,0,0,0,0,1,0,0,0,1974,1959,0,248999,10,16,36
0,1,0,0,0,0,0,1,0,0,0,0,0,0,2007,1959,0,194606,8,6,30
0,1,0,0,0,0,0,0,0,0,0,0,0,1,1996,1951,1,810108,20,13,13
0,0,0,0,0,0,1,0,0,0,1,0,0,0,1955,1959,0,480951,29,11,26
0,0,1,0,0,0,0,0,0,0,0,0,1,0,1987,1921,1,882512,29,19,13
0,0,0,0,0,1,0,0,0,1,0,0,0,0,1941,1923,1,356869,15,8,16
0,1,0,0,0,0,0,0,0,1,0,0,0,0,1925,1936,1,982630,15,6,24
0,0,0,0,0,1,0,0,0,0,0,1,0,0,1986,1959,0,63613,9,20,13
0,1,0,0,0,0,0,0,0,0,1,0,0,0,2001,1959,0,46746,19,23,22
1,0,0,0,0,0,0,0,0,0,0,0,0,1,1907,1944,1,306610,13,14,48
0,0,0,0,0,1,0,0,0,0,1,0,0,0,1912,1959,0,767781,7,21,25
0,0,1,0,0,0,0,0,0,0,0,1,0,0,1980,1969,1,174009,29,13,42
0,0,0,0,0,1,0,1,0,0,0,0,0,0,1926,1959,0,514297,10,23,32
0,0,0,0,0,1,0,0,0,0,0,0,1,0,2004,1915,1,923678,29,13,24
0,0,0,0,0,0,1,0,0,0,0,1,0,0,2004,1959,0,447529,10,17,32
0,1,0,0,0,0,0,0,0,0,1,0,0,0,1998,1904,1,725863,25,8,32
0,0,0,1,0,0,0,0,0,1,0,0,0,0,2008,1985,1,523437,8,21,42
0,0,1,0,0,0,0,0,0,0,0,0,1,0,1916,1991,1,447204,10,6,40
1,0,0,0,0,0,0,1,0,0,0,0,0,0,1983,1969,1,843299,22,7,36
0,0,0,0,0,1,0,0,0,0,0,0,1,0,2003,1978,1,241608,31,11,31
0,0,1,0,0,0,0,0,0,0,0,0,0,1,1930,1959,0,739577,8,24,22
0,0,1,0,0,0,0,0,0,0,0,1,0,0,1911,1959,0,322639,33,19,37
0,0,0,0,0,1,0,0,1,0,0,0,0,0,1926,1959,0,724060,7,14,24
0,1,0,0,0,0,0,0,0,0,0,0,1,0,1975,1959,0,308046,19,12,33
0,1,0,0,0,0,0,1,0,0,0,0,0,0,1986,1930,1,283978,8,23,32
0,0,0,0,0,0,1,0,0,0,0,0,1,0,1968,1959,0,45393,25,11,17
0,0,1,0,0,0,0,0,0,0,0,0,1,0,1966,1959,0,501775,33,20,39
0,0,1,0,0,0,0,0,0,0,0,0,0,1,2008,1959,0,679076,6,21,41
0,1,0,0,0,0,0,0,0,0,0,1,0,0,1936,1992,1,549889,8,11,28
0,0,0,0,1,0,0,0,1,0,0,0,0,0,1970,1959,0,770740,10,22,42
0,0,0,0,1,0,0,1,0,0,0,0,0,0,1908,1923,1,386023,34,24,36
1,0,0,0,0,0,0,0,0,0,0,1,0,0,1924,1907,1,744144,16,14,18
0,0,0,0,1,0,0,0,0,1,0,0,0,0,1935,1959,0,477056,28,24,48
0,0,0,0,1,0,0,0,0,0,1,0,0,0,1931,1951,1,967655,22,13,27
0,0,0,1,0,0,0,0,0,0,0,1,0,0,1952,1959,0,420638,15,18,30
0,0,0,0,0,0,1,0,0,0,0,1,0,0,2006,1922,1,547415,19,23,36
0,1,0,0,0,0,0,0,0,1,0,0,0,0,1900,1918,1,235671,12,16,43
0,0,0,0,0,1,0,0,0,0,0,0,1,0,1967,1959,0,942455,27,14,37
0,0,0,0,1,0,0,0,0,0,0,1,0,0,1986,1945,1,441802,30,11,44
0,0,0,1,0,0,0,0,1,0,0,0,0,0,2019,1959,0,488379,33,7,42
1,0,0,0,0,0,0,1,0,0,0,0,0,0,1978,1959,0,19945,14,15,40
0,0,0,1,0,0,0,0,1,0,0,0,0,0,1935,1959,0,66449,32,16,13
0,0,0,1,0,0,0,0,0,0,0,0,1,0,1933,1960,1,649728,17,15,33
1,0,0,0,0,0,0,0,0,0,0,0,1,0,1948,1959,0,427932,21,17,32
0,0,0,0,1,0,0,0,0,0,0,1,0,0,1965,1959,0,496383,18,14,47
0,0,0,0,1,0,0,0,0,1,0,0,0,0,1932,2012,1,156717,12,24,16
0,1,0,0,0,0,0,0,0,0,1,0,0,0,1989,1959,0,321398,19,11,39
0,0,1,0,0,0,0,0,0,0,0,0,0,1,2010,1959,0,771786,9,8,36
1,0,0,0,0,0,0,1,0,0,0,0,0,0,1985,1921,1,29764,30,15,12
0,1,0,0,0,0,0,1,0,0,0,0,0,0,1974,1963,1,802040,19,21,18
0,0,0,0,1,0,0,0,1,0,0,0,0,0,1958,1995,1,16144,36,24,14
0,0,0,1,0,0,0,0,0,0,1,0,0,0,1989,1959,0,407417,22,16,40
0,0,0,0,1,0,0,0,0,0,1,0,0,0,1978,1974,1,181958,35,16,12
0,0,1,0,0,0,0,0,0,0,1,0,0,0,1968,1959,0,212669,6,23,47
0,0,0,0,0,0,1,0,1,0,0,0,0,0,1945,1909,1,994647,22,14,38
0,0,0,0,0,1,0,0,0,0,0,0,1,0,1919,1936,1,255939,12,24,33
0,0,1,0,0,0,0,0,0,0,1,0,0,0,1900,1936,1,265466,24,12,34
0,0,1,0,0,0,0,0,0,0,0,0,1,0,2007,1904,1,262830,16,10,31
0,0,0,0,0,0,1,0,0,0,0,0,0,1,1930,1961,1,806223,18,17,28
0,0,0,0,0,1,0,0,0,1,0,0,0,0,1918,1933,1,142775,16,23,25
0,0,0,0,0,1,0,0,0,0,0,0,1,0,1948,1959,0,780774,10,14,35
0,0,0,0,0,0,1,0,0,0,1,0,0,0,1947,1959,0,114240,8,21,24
0,0,0,0,1,0,0,0,0,1,0,0,0,0,1906,1959,0,343529,30,22,17
1,0,0,0,0,0,0,0,0,0,0,1,0,0,1969,1976,1,435368,20,17,19
0,0,0,0,0,1,0,0,0,0,0,0,0,1,1984,1997,1,599257,9,9,39
0,0,0,0,0,1,0,1,0,0,0,0,0,0,1947,1915,1,654815,17,17,17
0,0,0,0,0,0,1,0,0,0,0,0,1,0,1934,1959,1,678868,33,18,46
1,0,0,0,0,0,0,0,0,1,0,0,0,0,2009,1959,0,75215,29,8,23
0,0,0,0,1,0,0,0,0,0,0,0,1,0,1969,1959,0,574438,29,22,20
1,0,0,0,0,0,0,0,0,0,0,0,0,1,1907,1959,0,638308,28,12,33
0,0,1,0,0,0,0,0,0,0,0,1,0,0,1934,1933,1,172924,11,6,39
1,0,0,0,0,0,0,1,0,0,0,0,0,0,2017,1928,1,438478,16,14,43
0,1,0,0,0,0,0,0,0,1,0,0,0,0,1991,1959,0,682467,33,22,45
0,1,0,0,0,0,0,0,0,1,0,0,0,0,2008,1923,1,334139,6,10,15
0,0,0,1,0,0,0,0,0,0,0,0,0,1,1970,1959,0,647363,35,14,43
0,0,1,0,0,0,0,0,0,0,1,0,0,0,1989,1959,0,113079,34,10,33
0,0,0,0,1,0,0,0,1,0,0,0,0,0,1900,1959,0,418699,16,13,34
0,0,1,0,0,0,0,0,0,0,0,0,0,1,1996,1959,0,956283,11,18,28
0,1,0,0,0,0,0,1,0,0,0,0,0,0,1997,2010,1,977899,25,7,33
0,1,0,0,0,0,0,0,1,0,0,0,0,0,1922,1937,1,605060,25,15,17
1,0,0,0,0,0,0,0,0,0,0,1,0,0,1946,1959,0,570098,26,21,45
0,0,1,0,0,0,0,0,1,0,0,0,0,0,1954,1965,1,853374,19,11,34
0,0,0,0,0,0,1,0,1,0,0,0,0,0,1964,1920,1,533787,25,8,33
0,1,0,0,0,0,0,0,0,0,0,0,1,0,2007,1988,1,619494,35,13,48
0,0,0,0,0,0,1,0,1,0,0,0,0,0,1924,2018,1,743498,12,18,21
0,0,0,0,0,0,1,1,0,0,0,0,0,0,1907,1901,1,275941,33,17,14
0,0,0,1,0,0,0,0,0,0,1,0,0,0,1932,1959,0,446396,25,14,48
0,0,0,0,0,0,1,0,0,0,0,0,1,0,1916,1994,1,684247,22,17,41
0,1,0,0,0,0,0,0,0,0,0,1,0,0,1902,1922,1,19829,33,16,12
0,0,0,0,1,0,0,1,0,0,0,0,0,0,1909,1959,0,974469,30,9,17
0,0,0,0,0,1,0,0,0,0,1,0,0,0,2001,1959,0,641891,8,23,23
0,0,1,0,0,0,0,0,0,0,0,0,0,1,1912,1959,0,394193,29,13,42
0,1,0,0,0,0,0,0,1,0,0,0,0,0,1977,1959,0,568173,22,22,23
1,0,0,0,0,0,0,0,0,0,1,0,0,0,2021,2018,1,563151,15,14,18
0,0,1,0,0,0,0,0,0,0,0,0,0,1,1927,1959,0,736697,17,22,24
0,0,0,0,0,0,1,0,0,0,0,0,1,0,1957,1959,0,15611,8,13,30
0,1,0,0,0,0,0,0,1,0,0,0,0,0,1918,1927,1,562551,6,6,25
0,0,0,0,0,1,0,0,1,0,0,0,0,0,1983,1959,0,36250,32,18,30
1,0,0,0,0,0,0,0,1,0,0,0,0,0,1924,1981,1,995356,27,7,19
0,0,0,1,0,0,0,0,0,0,0,0,1,0,1907,1959,0,376721,24,13,37
0,0,0,0,0,1,0,0,0,0,0,0,0,1,1959,1959,0,145308,28,9,12
0,0,0,0,0,0,1,0,1,0,0,0,0,0,2005,1959,0,169567,35,24,22
0,0,0,0,0,1,0,1,0,0,0,0,0,0,1988,1959,0,302472,33,7,27
0,0,0,1,0,0,0,1,0,0,0,0,0,0,1977,1959,0,706072,16,7,31
0,0,0,0,0,0,1,0,0,0,1,0,0,0,1960,1961,1,536107,18,24,44
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1986,1959,0,237333,34,6,24
0,0,0,1,0,0,0,0,0,0,1,0,0,0,1916,1959,0,836517,27,10,14
0,0,0,0,0,1,0,0,0,0,0,0,1,0,1978,2021,1,598980,15,23,27
1,0,0,0,0,0,0,0,1,0,0,0,0,0,1939,1910,1,664734,23,12,42
0,0,0,1,0,0,0,0,0,0,0,0,1,0,1984,1959,0,469155,6,11,20
1,0,0,0,0,0,0,0,0,0,0,1,0,0,1916,1911,1,889114,11,19,27
0,0,0,0,0,1,0,0,0,0,0,1,0,0,2003,1959,0,538557,32,7,32
0,1,0,0,0,0,0,0,0,0,0,1,0,0,1926,1980,1,783090,11,6,21
0,1,0,0,0,0,0,0,0,1,0,0,0,0,1930,1959,0,452583,22,13,18
0,0,0,0,1,0,0,0,0,0,0,1,0,0,1999,1912,1,97203,27,9,34
0,0,0,1,0,0,0,0,0,0,1,0,0,0,2002,1959,0,675961,29,11,21
0,1,0,0,0,0,0,0,1,0,0,0,0,0,2008,1906,1,554106,34,18,20
0,0,1,0,0,0,0,0,0,1,0,0,0,0,1934,1904,1,205831,24,8,44
0,0,1,0,0,0,0,0,0,0,0,1,0,0,1917,1993,1,300950,26,6,16
0,0,0,0,0,0,1,0,0,0,0,0,1,0,1968,2019,1,68822,33,20,17
0,1,0,0,0,0,0,0,0,0,0,0,1,0,1949,1982,1,694904,27,13,47
1,0,0,0,0,0,0,0,0,1,0,0,0,0,1995,1959,0,974171,34,24,47
0,0,0,0,0,1,0,0,0,0,1,0,0,0,1917,1948,1,109200,29,10,33
0,0,0,0,0,1,0,0,1,0,0,0,0,0,1952,2011,1,909421,7,22,17
0,0,0,0,1,0,0,0,0,0,0,1,0,0,1947,1959,0,60362,9,6,22
1,0,0,0,0,0,0,0,0,0,0,0,1,0,1993,1931,1,648904,27,17,12
0,0,1,0,0,0,0,0,0,0,1,0,0,0,1942,1959,0,535531,15,22,31
0,0,0,1,0,0,0,0,0,1,0,0,0,0,1932,1941,1,953416,19,6,12
0,0,0,0,0,1,0,1,0,0,0,0,0,0,1940,1909,1,525871,22,21,38
0,0,0,0,0,1,0,0,0,1,0,0,0,0,1960,1959,0,373442,12,9,32
0,1,0,0,0,0,0,0,0,0,1,0,0,0,2002,1933,1,60184,6,18,35
0,0,0,1,0,0,0,0,0,1,0,0,0,0,1998,1986,1,605876,34,13,48
0,0,0,0,0,0,1,0,0,0,0,0,0,1,1985,1959,0,88832,28,17,22
0,1,0,0,0,0,0,0,0,0,0,0,1,0,1903,1959,0,794857,19,19,12
0,0,1,0,0,0,0,0,0,0,0,0,1,0,2005,1959,0,11912,19,16,14
0,0,0,0,0,1,0,0,0,0,1,0,0,0,2016,1959,0,292386,24,13,19
0,0,0,0,0,0,1,0,1,0,0,0,0,0,2001,1944,1,993510,18,13,13
0,0,0,0,1,0,0,0,0,1,0,0,0,0,1991,1925,1,595538,29,14,33
0,1,0,0,0,0,0,0,0,0,0,0,0,1,1999,1911,1,529402,26,7,16
1,0,0,0,0,0,0,0,0,0,0,0,1,0,1922,1984,1,485209,8,24,21
0,0,0,0,1,0,0,0,0,0,0,0,0,1,1933,1961,1,357196,12,8,26
0,0,0,0,0,1,0,1,0,0,0,0,0,0,1942,1959,0,699022,23,19,32
0,0,0,0,1,0,0,0,1,0,0,0,0,0,1919,1959,0,446739,16,22,44
1,0,0,0,0,0,0,0,0,1,0,0,0,0,2001,1959,0,219895,32,19,35
0,0,1,0,0,0,0,1,0,0,0,0,0,0,1981,1930,1,511012,23,8,19
1,0,0,0,0,0,0,0,0,0,0,0,0,1,1979,1959,0,755937,9,20,24
0,0,0,0,0,1,0,0,1,0,0,0,0,0,1950,1959,0,10971,12,10,45
0,0,1,0,0,0,0,0,0,0,0,1,0,0,1982,1922,1,89320,15,23,28
0,0,0,0,0,0,1,0,0,0,1,0,0,0,1975,1959,0,969613,16,18,20
0,1,0,0,0,0,0,0,0,0,0,1,0,0,1941,1959,0,107775,26,15,27
0,0,0,0,0,0,1,0,0,0,0,0,1,0,1983,1959,0,778948,33,15,15
